User-ID,Name,Gender,Technology,Politics,Food,Education,Media,Travel,Medicine,Type
71,Bobbie Kewzick,Male,0,1,1,1,1,0,1,4
72,Glad Enriquez,Female,0,1,1,0,1,0,1,4
73,Alameda Waterhous,Female,0,0,0,1,0,1,1,2
74,Austen Terris,Male,0,1,1,0,1,1,0,6
75,Nessie Doy,Female,0,0,1,0,1,1,0,0
76,Riva Mussettini,Female,1,0,0,1,1,1,0,1
77,Allard Lucia,Male,0,0,1,0,1,1,1,0
78,Trumann Tomaskov,Male,1,1,0,1,0,0,0,3
79,Kerwinn Izatson,Male,0,1,1,0,1,1,0,6
80,Drusilla Headly,Female,0,1,1,0,1,1,0,6
81,Milzie Dodgson,Female,1,0,0,1,0,1,0,1
82,Alphonse Nobles,Male,0,1,1,0,1,0,1,4
83,Thibaud Josskoviz,Male,0,0,1,0,1,1,0,5
84,Georgie Hirth,Female,0,0,1,0,1,1,0,5
85,Nan Aykroyd,Female,1,0,0,1,0,1,0,1
86,Cornelius Kohrt,Male,0,1,0,1,0,0,1,3
87,Sofia Jertz,Female,0,1,0,1,0,0,1,3
88,Gris Pillans,Male,0,0,1,1,1,1,0,0
89,Berkley Garvey,Male,0,1,1,0,1,1,0,6
90,Jessey Milksop,Male,0,1,1,0,1,0,1,4
91,Lyell Budget,Male,0,0,1,0,1,1,0,0
92,Luigi Birtley,Male,0,1,1,0,1,1,0,0
93,Kirk McKeller,Male,0,0,0,1,0,1,1,2
94,Brody Thackwray,Male,1,1,0,1,0,0,0,3
95,Sasha Eller,Male,0,1,1,0,1,0,1,4
96,Cheri Djuricic,Female,0,0,1,0,1,1,1,5
97,Dorrie Isac,Female,0,1,1,0,1,1,0,6
98,Hetti Devoy,Female,0,1,1,0,1,1,0,6
99,Meredith McMurty,Female,0,0,0,1,0,1,1,2
100,Krishna Timson,Male,1,0,0,1,0,1,0,1
101,Clerc Deedes,Male,0,0,1,0,1,1,0,0
102,Brady Owthwaite,Male,0,1,1,1,1,1,0,6
103,Leland Milesop,Male,1,1,1,0,1,1,0,6
104,Mortimer Meininger,Male,0,0,1,1,0,1,1,2
105,Wallace Grahlman,Male,0,1,1,0,1,1,0,6
106,Lana Dring,Female,1,0,1,1,0,1,0,1
107,Dewie Rearie,Male,1,0,0,1,0,1,0,1
108,Yvon Muzzini,Male,0,0,1,0,1,1,0,5
109,Kenny Fereday,Male,0,1,1,0,1,0,1,4
110,Salaidh Hubbucks,Female,1,0,1,0,1,1,0,0
111,Margeaux Style,Female,0,0,1,0,1,1,0,5
112,Jeralee Ducarel,Female,1,1,0,1,0,1,0,1
113,Cristie Brignall,Female,1,1,0,1,0,0,0,3
114,Ranique Smitham,Female,1,0,1,0,1,1,0,5
115,Phebe Darrach,Female,1,1,0,1,0,0,0,3
116,Marc Hawyes,Male,1,0,0,1,0,1,0,1
117,Adolf Cadamy,Male,0,0,1,0,1,1,0,5
118,Bertrand Beslier,Male,0,0,1,1,1,1,0,5
119,Kiel Streight,Male,0,1,1,0,1,1,0,5
120,Reinhard Prodrick,Male,0,0,0,1,0,1,1,2
121,Ulla Handlin,Female,0,0,1,0,1,1,0,0
122,Andee Rosin,Female,0,0,0,1,0,1,1,2
123,Carmencita Bohman,Female,1,1,1,0,1,0,1,4
124,Ivor Terrell,Male,0,0,1,0,1,1,0,5
125,Amitie Kitchiner,Female,0,0,1,0,1,1,0,0
126,Ingamar Lewens,Male,0,1,0,1,0,0,1,3
127,Wally Wilacot,Female,1,1,0,1,0,0,0,3
128,Olivette Loughhead,Female,1,0,0,1,0,1,0,1
129,Ilaire Kerrod,Male,0,0,0,1,0,1,1,2
130,Antone Haynes,Male,0,0,0,1,1,1,1,2
131,Isacco Vickerstaff,Male,0,1,1,0,1,0,1,4
132,Sigismondo Rowsell,Male,0,1,0,1,0,0,1,3
133,Fania Kidder,Female,0,0,1,0,1,1,0,0
134,Noam Steanyng,Male,0,0,0,1,0,1,1,2
135,Shana Agerskow,Female,0,1,1,0,1,1,1,6
136,Sholom Filler,Male,1,0,0,1,0,1,0,1
137,Sibilla Grass,Female,0,1,1,0,1,0,1,4
138,Danette Gaze,Female,0,1,0,1,0,0,1,3
139,Josefina Foan,Female,0,1,1,0,1,1,1,4
140,Hurlee Lissimore,Male,0,0,1,0,1,1,0,0
141,Davide Curedell,Male,0,0,1,0,1,1,0,0
142,Baudoin Greet,Male,0,0,0,1,0,1,1,2
143,Elyse Struan,Female,1,1,1,0,1,0,1,4
144,Ainslee Geri,Female,0,0,1,0,1,1,0,5
145,Saloma Coull,Female,0,0,1,0,1,1,0,0
146,Bret Peery,Male,0,1,0,1,0,0,1,3
147,Goldie Boobyer,Female,1,1,0,1,0,0,0,3
148,Nerti Mowson,Female,1,0,0,1,0,1,0,1
149,Alistair Meryett,Male,0,0,0,1,0,1,1,2
150,Keith Roubeix,Male,0,0,0,1,1,1,1,2
151,Paolina Lickess,Female,0,0,1,0,1,1,0,0
152,Bennie Akess,Male,0,1,1,0,1,1,0,0
153,Deonne Carnew,Female,0,0,0,1,0,1,1,2
154,Jason Jurczak,Male,1,1,0,1,0,0,0,3
155,Aundrea Fabbro,Female,0,1,1,0,1,0,1,4
156,Francklin Grundle,Male,0,0,1,0,1,1,1,5
157,Trever McGeagh,Male,0,1,1,0,1,1,0,6
158,Shelia Mudge,Female,0,1,1,0,1,1,0,6
159,Zena Tomes,Female,0,0,0,1,0,1,1,2
160,Dorey Seeviour,Male,1,0,0,1,0,1,0,1
161,Carl Toombes,Male,0,0,1,0,1,1,0,0
162,Emilia Coch,Female,0,1,1,1,1,1,0,6
163,Kalina Hardwick,Female,1,1,1,0,1,1,0,6
164,Rhona Ather,Female,0,0,1,1,0,1,1,2
165,Dana Knolles-Green,Male,0,1,1,0,1,1,0,6
166,Allsun Muat,Female,1,0,1,1,0,1,0,1
167,Ellene Lusted,Female,1,0,0,1,0,1,0,1
168,Tatum Wigmore,Female,0,0,1,0,1,1,0,5
169,Joell Mynott,Female,0,1,1,0,1,0,1,4
170,Octavius Frisel,Male,1,0,1,0,1,1,0,0
171,Mitzi Sprosson,Female,0,1,1,1,1,0,1,4
172,Kamillah Hehnke,Female,0,1,1,0,1,0,1,4
173,Dianemarie Lorent,Female,0,0,0,1,0,1,1,2
174,Gael Callister,Male,0,1,1,0,1,1,0,6
175,Ulrich Simeonov,Male,0,0,1,0,1,1,0,0
176,Worden Bruinemann,Male,1,0,0,1,1,1,0,1
177,Northrup Plane,Male,0,0,1,0,1,1,1,0
178,Ker Ludee,Male,1,1,0,1,0,0,0,3
179,Alexandr Castel,Male,0,1,1,0,1,1,0,6
180,Constanta Shevlan,Female,0,1,1,0,1,1,0,6
181,Odelinda Biddy,Female,0,1,1,0,1,0,1,4
182,Michaella Janu,Female,0,1,0,1,0,0,1,3
183,Roger Saile,Male,0,0,1,0,1,1,0,0
184,Wendel Graundisson,Male,0,0,0,1,0,1,1,2
185,Tucky Basford,Male,0,1,1,0,1,1,1,6
186,Rhoda Klimek,Female,1,0,0,1,0,1,0,1
187,Pen Richfield,Female,0,1,1,0,1,0,1,4
188,Oralla Compfort,Female,0,1,0,1,0,0,1,3
189,Phineas Lammas,Male,0,1,1,0,1,1,1,4
190,Luca Huikerby,Male,0,0,1,0,1,1,0,0
191,Catherin Bagshawe,Female,1,0,0,1,0,1,0,1
192,Kenon Jedrzejczyk,Male,0,1,1,0,1,0,1,4
193,Bond Pirkis,Male,0,0,1,0,1,1,0,5
194,Merl Brogioni,Female,0,0,1,0,1,1,0,5
195,Barnard Beddall,Male,1,0,0,1,0,1,0,1
196,Allard McIlmurray,Male,0,1,0,1,0,0,1,3
197,Georgeanna Kik,Female,0,1,0,1,0,0,1,3
198,Farlee Brunnen,Male,0,0,1,1,1,1,0,0
199,Bridget Tunnick,Female,0,1,1,0,1,1,0,6
200,Minni Whyberd,Female,0,1,1,0,1,0,1,4
201,Harriot Bompas,Female,0,0,1,0,1,1,0,5
202,Faina Sketchley,Female,1,1,0,1,0,1,0,1
203,Robenia Fairbairn,Female,1,1,0,1,0,0,0,3
204,Jaynell Cropper,Female,1,0,1,0,1,1,0,5
205,Allx Callinan,Female,1,1,0,1,0,0,0,3
206,Maegan Coupland,Female,1,0,0,1,0,1,0,1
207,Peter Walentynowicz,Male,0,0,1,0,1,1,0,5
208,Audre Hinckesman,Female,0,0,1,1,1,1,0,5
209,Joann Tousy,Female,0,1,1,0,1,1,0,5
210,Colline Baldcock,Female,0,0,0,1,0,1,1,2
211,Dennis Lerven,Male,0,1,1,1,1,0,1,4
212,Uri Duigan,Male,0,1,1,0,1,0,1,4
213,Adey Taffrey,Female,0,0,0,1,0,1,1,2
214,Tracy Ditty,Male,0,1,1,0,1,1,0,6
215,Maura Keemar,Female,0,0,1,0,1,1,0,0
216,Alva Calderwood,Male,1,0,0,1,1,1,0,1
217,Marguerite Caslane,Female,0,0,1,0,1,1,1,0
218,Rupert Reyburn,Male,1,1,0,1,0,0,0,3
219,Yurik Petasch,Male,0,1,1,0,1,1,0,6
220,Alida Carthy,Female,0,1,1,0,1,1,0,6
221,Henrieta Portress,Female,1,0,0,1,0,1,0,1
222,Bevin Garrat,Male,0,1,1,0,1,0,1,4
223,Gabriell Epilet,Female,0,0,1,0,1,1,0,5
224,Hermie Brownlea,Male,0,0,1,0,1,1,0,5
225,Rinaldo Pinar,Male,1,0,0,1,0,1,0,1
226,Jens Gunby,Male,0,1,0,1,0,0,1,3
227,Jenda Lawerence,Female,0,1,0,1,0,0,1,3
228,Pierce Maud,Male,0,0,1,1,1,1,0,0
229,Seymour Tremoulet,Male,0,1,1,0,1,1,0,6
230,Nevile Welman,Male,0,1,1,0,1,0,1,4
231,Any Allchorn,Male,0,0,1,0,1,1,0,0
232,Gualterio Rebanks,Male,0,1,1,0,1,1,0,0
233,Abbott Derham,Male,0,0,0,1,0,1,1,2
234,Deny Maron,Female,1,1,0,1,0,0,0,3
235,Dallas Rawling,Female,0,1,1,0,1,0,1,4
236,Palmer Studders,Male,0,0,1,0,1,1,1,5
237,Berti Thurlborn,Male,0,1,1,0,1,1,0,6
238,Margot Kidston,Female,0,1,1,0,1,1,0,6
239,Samson Langstaff,Male,0,0,0,1,0,1,1,2
240,Matilda Allwood,Female,1,0,0,1,0,1,0,1
241,Jaymee Maypole,Female,0,0,1,0,1,1,0,5
242,Lianne Kohen,Female,1,1,0,1,0,1,0,1
243,Jard Wallbanks,Male,1,1,0,1,0,0,0,3
244,Rutger Thorsby,Male,1,0,1,0,1,1,0,5
245,Jere Di Filippo,Female,1,1,0,1,0,0,0,3
246,Grove Munsey,Male,1,0,0,1,0,1,0,1
247,Dick Obeney,Male,0,0,1,0,1,1,0,5
248,Joyce De Gouy,Female,0,0,1,1,1,1,0,5
249,Gawain Udie,Male,0,1,1,0,1,1,0,5
250,Jenine McClune,Female,0,0,0,1,0,1,1,2
251,Harlen Maryott,Male,0,0,1,0,1,1,0,0
252,Vernor Tuer,Male,0,1,1,1,1,1,0,6
253,Pepi Scrivin,Female,1,1,1,0,1,1,0,6
254,Timothea Scraney,Female,0,0,1,1,0,1,1,2
255,Terrel Warin,Male,0,1,1,0,1,1,0,6
256,Quinn Joseph,Female,1,0,1,1,0,1,0,1
257,Marijn Layus,Male,1,0,0,1,0,1,0,1
258,Benedicto Nerney,Male,0,0,1,0,1,1,0,5
259,Artemis Crichton,Male,0,1,1,0,1,0,1,4
260,Juan Cupper,Male,1,0,1,0,1,1,0,0
261,Sheelah Coatsworth,Female,0,1,1,0,1,0,1,4
262,Cristine Noto,Female,0,1,0,1,0,0,1,3
263,Veronika Durnin,Female,0,0,1,0,1,1,0,0
264,Isac Binnie,Male,0,0,0,1,0,1,1,2
265,Valery McQuarter,Female,0,1,1,0,1,1,1,6
266,Darrel Tarbatt,Male,1,0,0,1,0,1,0,1
267,Michaeline Abbe,Female,0,1,1,0,1,0,1,4
268,Ursola Swenson,Female,0,1,0,1,0,0,1,3
269,Phil Handrik,Female,0,1,1,0,1,1,1,4
270,Virgina Bonicelli,Female,0,0,1,0,1,1,0,0
271,Veronique Ipsly,Female,0,0,1,0,1,1,0,0
272,Karalee Cater,Female,0,0,0,1,0,1,1,2
273,Humbert Whapples,Male,1,1,1,0,1,0,1,4
274,Henri Meere,Male,0,0,1,0,1,1,0,5
275,Yolane Marsham,Female,0,0,1,0,1,1,0,0
276,Lancelot Dabney,Male,0,1,0,1,0,0,1,3
277,Annabella Farfoot,Female,1,1,0,1,0,0,0,3
278,Wainwright Heamus,Male,1,0,0,1,0,1,0,1
279,Matthew Bissett,Male,0,0,0,1,0,1,1,2
,,,0,0,0,1,1,1,1,2
